Long,GEOID,FIPS,County,Primary Census Tract,Prostate__Observed,Prostate__Expected,Prostate_SIR,Prostate_Crude,Signif
1400000US36047046201,36047046201,36047,Kings,462.01,6,10.1,0.594059406,5.089058524,N
1400000US36005028500,36005028500,36005,Bronx,285,7,11.8,0.593220339,4.30504305,N
1400000US36047013600,36047013600,36047,Kings,136,7,11.8,0.593220339,3.895381191,N
1400000US36047023400,36047023400,36047,Kings,234,7,11.8,0.593220339,2.820306205,N
1400000US36047055100,36047055100,36047,Kings,551,7,11.8,0.593220339,2.341920375,N
1400000US36081047000,36081047000,36081,Queens,470,7,11.8,0.593220339,4.020677771,N
1400000US36047048800,36047048800,36047,Kings,488,8,13.5,0.592592593,4.259850905,N
1400000US36047062800,36047062800,36047,Kings,628,13,22,0.590909091,5.206247497,Y
1400000US36081133300,36081133300,36081,Queens,1333,11,18.7,0.588235294,6.053935058,N
1400000US36081092800,36081092800,36081,Queens,928,10,17,0.588235294,5.77034045,N
1400000US36047009400,36047009400,36047,Kings,94,9,15.3,0.588235294,3.10880829,N
1400000US36047025600,36047025600,36047,Kings,256,8,13.6,0.588235294,4.854368932,N
1400000US36047028800,36047028800,36047,Kings,288,8,13.6,0.588235294,4.134366925,N
1400000US36081004401,36081004401,36081,Queens,44.01,6,10.2,0.588235294,3.266194883,N
1400000US36081119300,36081119300,36081,Queens,1193,5,8.5,0.588235294,4.743833017,N
1400000US36061012500,36061012500,36061,New York,125,4,6.8,0.588235294,2.772002772,N
1400000US36081012800,36081012800,36081,Queens,128,4,6.8,0.588235294,4.278074866,N
1400000US36081051700,36081051700,36081,Queens,517,4,6.8,0.588235294,4.872107186,N
1400000US36005016500,36005016500,36005,Bronx,165,1,1.7,0.588235294,1.63132137,N
1400000US36047050700,36047050700,36047,Kings,507,1,1.7,0.588235294,0.717360115,Y
1400000US36047016900,36047016900,36047,Kings,169,9,15.4,0.584415584,4.113345521,N
1400000US36047019300,36047019300,36047,Kings,193,8,13.7,0.583941606,3.463203463,N
1400000US36061031703,36061031703,36061,New York,317.03,8,13.7,0.583941606,1.790911126,N
1400000US36081058500,36081058500,36081,Queens,585,7,12,0.583333333,3.306565895,N
1400000US36061001402,36061001402,36061,New York,14.02,6,10.3,0.582524272,4.562737643,N
1400000US36061017000,36061017000,36061,New York,170,17,29.2,0.582191781,4.872456291,Y
1400000US36081086400,36081086400,36081,Queens,864,5,8.6,0.581395349,3.756574005,N
1400000US36085001100,36085001100,36085,Richmond,11,5,8.6,0.581395349,3.55366027,N
1400000US36047055200,36047055200,36047,Kings,552,8,13.8,0.579710145,4.9200492,N
1400000US36061002602,36061002602,36061,New York,26.02,8,13.8,0.579710145,3.829583533,N
1400000US36005012701,36005012701,36005,Bronx,127.01,4,6.9,0.579710145,5.056890013,N
1400000US36047057300,36047057300,36047,Kings,573,4,6.9,0.579710145,3.883495146,N
1400000US36047101400,36047101400,36047,Kings,1014,4,6.9,0.579710145,4.115226337,N
1400000US36047056300,36047056300,36047,Kings,563,7,12.1,0.578512397,3.147482014,N
1400000US36047018800,36047018800,36047,Kings,188,6,10.4,0.576923077,4.4411547,N
1400000US36081045600,36081045600,36081,Queens,456,3,5.2,0.576923077,4.329004329,N
1400000US36005029301,36005029301,36005,Bronx,293.01,8,13.9,0.575539568,9.122006842,N
1400000US36047055400,36047055400,36047,Kings,554,8,13.9,0.575539568,4.266666667,N
1400000US36005030701,36005030701,36005,Bronx,307.01,15,26.1,0.574712644,6.090133983,Y
1400000US36047014500,36047014500,36047,Kings,145,5,8.7,0.574712644,2.496255617,N
1400000US36081074900,36081074900,36081,Queens,749,5,8.7,0.574712644,6.622516556,N
1400000US36047042400,36047042400,36047,Kings,424,7,12.2,0.573770492,3.7817396,N
1400000US36047057400,36047057400,36047,Kings,574,7,12.2,0.573770492,5.010737294,N
1400000US36081140902,36081140902,36081,Queens,1409.02,7,12.2,0.573770492,4.63269358,N
1400000US36047076200,36047076200,36047,Kings,762,9,15.7,0.573248408,3.831417625,N
1400000US36081121500,36081121500,36081,Queens,1215,9,15.7,0.573248408,3.937007874,N
1400000US36047030400,36047030400,36047,Kings,304,11,19.2,0.572916667,6.111111111,Y
1400000US36081101002,36081101002,36081,Queens,1010.02,10,17.5,0.571428571,4.595588235,N
1400000US36047021200,36047021200,36047,Kings,212,8,14,0.571428571,3.14589068,N
1400000US36081005200,36081005200,36081,Queens,52,4,7,0.571428571,2.834868887,Y
1400000US36081084900,36081084900,36081,Queens,849,13,23,0.565217391,3.69738339,Y
1400000US36047030200,36047030200,36047,Kings,302,10,17.7,0.564971751,4.446420631,Y
1400000US36085006400,36085006400,36085,Richmond,64,7,12.4,0.564516129,3.331746787,N
1400000US36085017007,36085017007,36085,Richmond,170.07,7,12.4,0.564516129,5.109489051,N
1400000US36047004300,36047004300,36047,Kings,43,4,7.1,0.563380282,2.294893861,N
1400000US36081062300,36081062300,36081,Queens,623,4,7.1,0.563380282,3.600360036,N
1400000US36081073100,36081073100,36081,Queens,731,4,7.1,0.563380282,6.25,N
1400000US36047044900,36047044900,36047,Kings,449,5,8.9,0.561797753,3.180661578,N
1400000US36081071304,36081071304,36081,Queens,713.04,18,32.1,0.560747664,6.284916201,N
1400000US36047042900,36047042900,36047,Kings,429,6,10.7,0.560747664,2.065404475,Y
1400000US36061012700,36061012700,36061,New York,127,13,23.2,0.560344828,3.263052209,Y
1400000US36047023800,36047023800,36047,Kings,238,7,12.5,0.56,3.266448903,N
1400000US36047048400,36047048400,36047,Kings,484,8,14.3,0.559440559,2.637652489,N
1400000US36081094500,36081094500,36081,Queens,945,11,19.7,0.558375635,4.948268106,Y
1400000US36081101700,36081101700,36081,Queens,1017,16,28.8,0.555555556,5.87803086,N
1400000US36081152901,36081152901,36081,Queens,1529.01,16,28.8,0.555555556,4.864700517,N
1400000US36081004700,36081004700,36081,Queens,47,7,12.6,0.555555556,3.701745108,N
1400000US36047040200,36047040200,36047,Kings,402,6,10.8,0.555555556,4.149377593,N
1400000US36047047600,36047047600,36047,Kings,476,6,10.8,0.555555556,2.851711027,N
1400000US36081007100,36081007100,36081,Queens,71,6,10.8,0.555555556,3.073770492,N
1400000US36081119100,36081119100,36081,Queens,1191,6,10.8,0.555555556,3.504672897,N
1400000US36081052500,36081052500,36081,Queens,525,4,7.2,0.555555556,4.509582864,N
1400000US36081120300,36081120300,36081,Queens,1203,4,7.2,0.555555556,4.587155963,N
1400000US36081011600,36081011600,36081,Queens,116,3,5.4,0.555555556,2.572898799,N
1400000US36081060000,36081060000,36081,Queens,600,3,5.4,0.555555556,7.125890736,N
1400000US36081076902,36081076902,36081,Queens,769.02,3,5.4,0.555555556,3.963011889,Y
1400000US36047012000,36047012000,36047,Kings,120,2,3.6,0.555555556,3.189792663,N
1400000US36047046800,36047046800,36047,Kings,468,2,3.6,0.555555556,1.960784314,N
1400000US36047050900,36047050900,36047,Kings,509,1,1.8,0.555555556,0.416493128,Y
1400000US36047029200,36047029200,36047,Kings,292,5,9.1,0.54945055,4.277159966,N
1400000US36061018800,36061018800,36061,New York,188,9,16.4,0.548780488,3.150157508,Y
1400000US36005042901,36005042901,36005,Bronx,429.01,4,7.3,0.547945206,2.104155708,N
1400000US36047042700,36047042700,36047,Kings,427,4,7.3,0.547945206,1.31061599,N
1400000US36047007100,36047007100,36047,Kings,71,6,11,0.545454546,2.828854314,N
1400000US36047077200,36047077200,36047,Kings,772,6,11,0.545454546,4.279600571,N
1400000US36081013200,36081013200,36081,Queens,132,3,5.5,0.545454546,2.729754322,N
1400000US36081060600,36081060600,36081,Queens,606,3,5.5,0.545454546,5.042016807,N
1400000US36081105900,36081105900,36081,Queens,1059,11,20.2,0.544554455,6.358381503,Y
1400000US36081147100,36081147100,36081,Queens,1471,8,14.7,0.544217687,5.649717514,Y
1400000US36081055400,36081055400,36081,Queens,554,5,9.2,0.543478261,4.385964912,N
1400000US36047034300,36047034300,36047,Kings,343,7,12.9,0.542635659,3.136200717,N
1400000US36061000600,36061000600,36061,New York,6,26,48.1,0.540540541,4.35802883,Y
1400000US36047036600,36047036600,36047,Kings,366,10,18.5,0.540540541,4.405286344,N
1400000US36081074300,36081074300,36081,Queens,743,10,18.5,0.540540541,4.580852038,N
1400000US36047060800,36047060800,36047,Kings,608,8,14.8,0.540540541,5.398110661,Y
1400000US36047059100,36047059100,36047,Kings,591,6,11.1,0.540540541,3.083247688,Y
1400000US36081009500,36081009500,36081,Queens,95,4,7.4,0.540540541,2.688172043,N
1400000US36047053100,36047053100,36047,Kings,531,2,3.7,0.540540541,0.436490616,Y
1400000US36081018501,36081018501,36081,Queens,185.01,7,13,0.538461539,3.988603989,N
1400000US36081085900,36081085900,36081,Queens,859,12,22.3,0.538116592,4.149377593,Y
1400000US36005042300,36005042300,36005,Bronx,423,5,9.3,0.537634409,2.553626149,N
1400000US36047042600,36047042600,36047,Kings,426,8,14.9,0.536912752,4.31732326,Y
1400000US36047028600,36047028600,36047,Kings,286,11,20.5,0.536585366,4.43190975,Y
1400000US36047040600,36047040600,36047,Kings,406,6,11.2,0.535714286,3.831417625,N
1400000US36047118800,36047118800,36047,Kings,1188,6,11.2,0.535714286,2.753556677,N
1400000US36081045700,36081045700,36081,Queens,457,6,11.2,0.535714286,3.745318352,N
1400000US36005023600,36005023600,36005,Bronx,236,3,5.6,0.535714286,2.666666667,N
1400000US36047046400,36047046400,36047,Kings,464,3,5.6,0.535714286,2.197802198,N
1400000US36061007600,36061007600,36061,New York,76,3,5.6,0.535714286,3.558718861,N
1400000US36081056700,36081056700,36081,Queens,567,8,15,0.533333333,3.887269193,N
1400000US36047068200,36047068200,36047,Kings,682,4,7.5,0.533333333,2.830856334,Y
1400000US36061005000,36061005000,36061,New York,50,9,16.9,0.532544379,4.07239819,Y
1400000US36047049600,36047049600,36047,Kings,496,7,13.3,0.52631579,3.514056225,N
1400000US36047076000,36047076000,36047,Kings,760,6,11.4,0.52631579,4.160887656,N
1400000US36047056500,36047056500,36047,Kings,565,5,9.5,0.52631579,3.211303789,Y
1400000US36081001000,36081001000,36081,Queens,10,5,9.5,0.52631579,2.414292612,N
1400000US36005040304,36005040304,36005,Bronx,403.04,4,7.6,0.52631579,2.070393375,N
1400000US36005044902,36005044902,36005,Bronx,449.02,4,7.6,0.52631579,3.820439351,N
1400000US36047051900,36047051900,36047,Kings,519,3,5.7,0.52631579,1.231021748,N
1400000US36047069800,36047069800,36047,Kings,698,3,5.7,0.52631579,4.109589041,N
1400000US36047123700,36047123700,36047,Kings,1237,2,3.8,0.52631579,0.568181818,N
1400000US36081072100,36081072100,36081,Queens,721,12,22.9,0.524017467,5.201560468,Y
1400000US36047026000,36047026000,36047,Kings,260,7,13.4,0.52238806,4.013761468,Y
1400000US36081066701,36081066701,36081,Queens,667.01,6,11.5,0.52173913,5.464480874,N
1400000US36081054900,36081054900,36081,Queens,549,5,9.6,0.520833333,1.697216565,N
1400000US36061002000,36061002000,36061,New York,20,8,15.4,0.51948052,3.822264692,N
1400000US36081015802,36081015802,36081,Queens,158.02,8,15.4,0.51948052,3.140950137,Y
1400000US36047015000,36047015000,36047,Kings,150,4,7.7,0.51948052,5.174644243,Y
1400000US36081046100,36081046100,36081,Queens,461,4,7.7,0.51948052,2.559181062,N
1400000US36081117100,36081117100,36081,Queens,1171,6,11.6,0.517241379,4.158004158,N
1400000US36047050300,36047050300,36047,Kings,503,3,5.8,0.517241379,2.450980392,N
1400000US36081134700,36081134700,36081,Queens,1347,17,33,0.515151515,3.408863044,Y
1400000US36061004300,36061004300,36061,New York,43,7,13.6,0.514705882,3.151733453,Y
1400000US36005024600,36005024600,36005,Bronx,246,4,7.8,0.512820513,3.820439351,N
1400000US36047063800,36047063800,36047,Kings,638,4,7.8,0.512820513,5.39083558,N
1400000US36047045300,36047045300,36047,Kings,453,2,3.9,0.512820513,1.4803849,N
1400000US36081055100,36081055100,36081,Queens,551,6,11.8,0.508474576,2.480363787,N
1400000US36081146300,36081146300,36081,Queens,1463,6,11.8,0.508474576,4.026845638,Y
1400000US36047044600,36047044600,36047,Kings,446,3,5.9,0.508474576,2.879078695,N
1400000US36081063302,36081063302,36081,Queens,633.02,3,5.9,0.508474576,4.261363636,Y
1400000US36081059100,36081059100,36081,Queens,591,7,13.8,0.507246377,2.771179731,Y
1400000US36005000100,36005000100,36005,Bronx,1,8,15.8,0.506329114,1.121547736,Y
1400000US36047025800,36047025800,36047,Kings,258,8,15.8,0.506329114,3.759398496,Y
1400000US36061000800,36061000800,36061,New York,8,23,45.5,0.505494506,4.997827032,Y
1400000US36081045900,36081045900,36081,Queens,459,6,11.9,0.504201681,2.819548872,Y
1400000US36081050700,36081050700,36081,Queens,507,7,13.9,0.503597122,4.21686747,Y
1400000US36081007500,36081007500,36081,Queens,75,7,14,0.5,3.263403263,N
1400000US36085000600,36085000600,36085,Richmond,6,7,14,0.5,3.005581795,N
1400000US36081098700,36081098700,36081,Queens,987,6,12,0.5,4.823151125,N
1400000US36047064200,36047064200,36047,Kings,642,5,10,0.5,4.219409283,N
1400000US36047012801,36047012801,36047,Kings,128.01,4,8,0.5,3.593890386,N
1400000US36047044800,36047044800,36047,Kings,448,4,8,0.5,4.149377593,N
1400000US36005004001,36005004001,36005,Bronx,40.01,3,6,0.5,4.444444444,Y
1400000US36005039700,36005039700,36005,Bronx,397,3,6,0.5,1.577287066,N
1400000US36047011800,36047011800,36047,Kings,118,3,6,0.5,2.801120448,Y
1400000US36081059600,36081059600,36081,Queens,596,3,6,0.5,4.457652303,N
1400000US36081116700,36081116700,36081,Queens,1167,3,6,0.5,3.06122449,Y
1400000US36081116100,36081116100,36081,Queens,1161,10,20.1,0.497512438,4.275331338,Y
1400000US36081028700,36081028700,36081,Queens,287,12,24.2,0.495867769,3.813155386,Y
1400000US36061002601,36061002601,36061,New York,26.01,6,12.1,0.495867769,3.167898627,Y
1400000US36061023801,36061023801,36061,New York,238.01,18,36.6,0.491803279,4.075164139,Y
1400000US36081156700,36081156700,36081,Queens,1567,3,6.1,0.491803279,3.663003663,N
1400000US36047011200,36047011200,36047,Kings,112,8,16.3,0.490797546,2.325581395,Y
1400000US36047017800,36047017800,36047,Kings,178,5,10.2,0.490196078,3.067484663,N
1400000US36047027000,36047027000,36047,Kings,270,5,10.2,0.490196078,4.541326067,N
1400000US36047053200,36047053200,36047,Kings,532,5,10.2,0.490196078,4.208754209,N
1400000US36081049700,36081049700,36081,Queens,497,5,10.2,0.490196078,3.762227239,N
1400000US36047043400,36047043400,36047,Kings,434,7,14.3,0.48951049,4.323656578,Y
1400000US36047042800,36047042800,36047,Kings,428,9,18.4,0.489130435,4.807692308,Y
1400000US36061006000,36061006000,36061,New York,60,10,20.5,0.487804878,4.22832981,Y
1400000US36081092200,36081092200,36081,Queens,922,6,12.3,0.487804878,6.230529595,N
1400000US36081015200,36081015200,36081,Queens,152,4,8.2,0.487804878,2.777777778,Y
1400000US36047043200,36047043200,36047,Kings,432,7,14.4,0.486111111,2.718446602,Y
1400000US36047015200,36047015200,36047,Kings,152,5,10.3,0.485436893,3.793626707,N
1400000US36081066300,36081066300,36081,Queens,663,6,12.4,0.483870968,5.479452055,N
1400000US36081059900,36081059900,36081,Queens,599,3,6.2,0.483870968,4.991680532,Y
1400000US36005045800,36005045800,36005,Bronx,458,5,10.4,0.480769231,2.538071066,Y
1400000US36081053900,36081053900,36081,Queens,539,6,12.5,0.48,2.649006623,Y
1400000US36047033600,36047033600,36047,Kings,336,10,20.9,0.4784689,4.911591356,Y
1400000US36081086300,36081086300,36081,Queens,863,13,27.2,0.477941177,4.049844237,Y
1400000US36047036001,36047036001,36047,Kings,360.01,11,23.1,0.476190476,8.695652174,Y
1400000US36047028200,36047028200,36047,Kings,282,6,12.6,0.476190476,4.059539919,Y
1400000US36047044100,36047044100,36047,Kings,441,6,12.6,0.476190476,1.813784764,N
1400000US36047043300,36047043300,36047,Kings,433,4,8.4,0.476190476,1.710132535,Y
1400000US36047064800,36047064800,36047,Kings,648,3,6.3,0.476190476,3.058103976,N
1400000US36061006900,36061006900,36061,New York,69,3,6.3,0.476190476,2.07325501,N
1400000US36061004900,36061004900,36061,New York,49,10,21.2,0.471698113,4.319654428,Y
1400000US36047119800,36047119800,36047,Kings,1198,5,10.6,0.471698113,3.274394237,Y
1400000US36081070900,36081070900,36081,Queens,709,5,10.6,0.471698113,4.299226139,Y
1400000US36081040900,36081040900,36081,Queens,409,4,8.5,0.470588235,1.175433441,N
1400000US36047013000,36047013000,36047,Kings,130,7,15,0.466666667,2.742946708,Y
1400000US36047010600,36047010600,36047,Kings,106,8,17.2,0.465116279,2.842928216,Y
1400000US36047024000,36047024000,36047,Kings,240,6,12.9,0.465116279,2.674988854,Y
1400000US36081020200,36081020200,36081,Queens,202,2,4.3,0.465116279,2.34741784,N
1400000US36005018400,36005018400,36005,Bronx,184,7,15.1,0.463576159,3.856749311,Y
1400000US36047030000,36047030000,36047,Kings,300,7,15.1,0.463576159,3.741314805,Y
1400000US36005031600,36005031600,36005,Bronx,316,3,6.5,0.461538462,3.051881994,N
1400000US36047025000,36047025000,36047,Kings,250,3,6.5,0.461538462,4.103967168,N
1400000US36047052900,36047052900,36047,Kings,529,3,6.5,0.461538462,1.332741004,N
1400000US36005024800,36005024800,36005,Bronx,248,7,15.2,0.460526316,4.922644163,Y
1400000US36061014802,36061014802,36061,New York,148.02,12,26.1,0.459770115,3.861003861,Y
1400000US36081109700,36081109700,36081,Queens,1097,4,8.7,0.459770115,4.944375773,N
1400000US36047060600,36047060600,36047,Kings,606,6,13.1,0.458015267,5.946481665,Y
1400000US36081120500,36081120500,36081,Queens,1205,6,13.2,0.454545455,4.467609829,Y
1400000US36047034000,36047034000,36047,Kings,340,5,11,0.454545455,5.549389567,N
1400000US36047043800,36047043800,36047,Kings,438,4,8.8,0.454545455,3.169572108,N
1400000US36081113300,36081113300,36081,Queens,1133,3,6.6,0.454545455,3.374578178,N
1400000US36081008500,36081008500,36081,Queens,85,1,2.2,0.454545455,1.779359431,Y
1400000US36081025301,36081025301,36081,Queens,253.01,6,13.3,0.45112782,3.064351379,Y
1400000US36047076800,36047076800,36047,Kings,768,5,11.1,0.450450451,3.486750349,Y
1400000US36081012301,36081012301,36081,Queens,123.01,5,11.1,0.450450451,3.736920777,Y
1400000US36047047200,36047047200,36047,Kings,472,4,8.9,0.449438202,2.752924983,Y
1400000US36081064500,36081064500,36081,Queens,645,4,8.9,0.449438202,4.301075269,Y
1400000US36047028400,36047028400,36047,Kings,284,6,13.4,0.447761194,3.021148036,Y
1400000US36005028700,36005028700,36005,Bronx,287,5,11.2,0.446428571,2.955082742,Y
1400000US36081014300,36081014300,36081,Queens,143,5,11.2,0.446428571,2.496255617,Y
1400000US36061008900,36061008900,36061,New York,89,9,20.2,0.445544555,3.033367037,Y
1400000US36005030900,36005030900,36005,Bronx,309,11,24.8,0.443548387,6.765067651,Y
1400000US36081145101,36081145101,36081,Queens,1451.01,3,6.8,0.441176471,3.645200486,N
1400000US36081062500,36081062500,36081,Queens,625,4,9.1,0.43956044,3.04414003,Y
1400000US36061016800,36061016800,36061,New York,168,12,27.5,0.436363636,6.033182504,Y
1400000US36047017200,36047017200,36047,Kings,172,5,11.5,0.434782609,2.5,N
1400000US36047042200,36047042200,36047,Kings,422,5,11.5,0.434782609,2.733734281,Y
1400000US36081063900,36081063900,36081,Queens,639,5,11.5,0.434782609,4.440497336,Y
1400000US36047007200,36047007200,36047,Kings,72,2,4.6,0.434782609,1.829826167,Y
1400000US36061001800,36061001800,36061,New York,18,14,32.6,0.429447853,2.95296351,Y
1400000US36047054700,36047054700,36047,Kings,547,3,7,0.428571429,1.147227533,N
1400000US36047027400,36047027400,36047,Kings,274,5,11.7,0.427350427,3.125,Y
1400000US36081074100,36081074100,36081,Queens,741,5,11.7,0.427350427,3.412969283,Y
1400000US36005005400,36005005400,36005,Bronx,54,6,14.1,0.425531915,1.896933291,Y
1400000US36081013600,36081013600,36081,Queens,136,3,7.1,0.422535211,3.06122449,N
1400000US36081054500,36081054500,36081,Queens,545,3,7.1,0.422535211,1.540041068,N
1400000US36005016000,36005016000,36005,Bronx,160,7,16.7,0.419161677,3.190519599,Y
1400000US36085014607,36085014607,36085,Richmond,146.07,8,19.1,0.418848168,4.319654428,Y
1400000US36081007300,36081007300,36081,Queens,73,5,12,0.416666667,2.701242572,N
1400000US36085002001,36085002001,36085,Richmond,20.01,4,9.6,0.416666667,4.329004329,N
1400000US36005034300,36005034300,36005,Bronx,343,3,7.2,0.416666667,3.401360544,N
1400000US36047039600,36047039600,36047,Kings,396,3,7.2,0.416666667,3.355704698,N
1400000US36047065800,36047065800,36047,Kings,658,3,7.2,0.416666667,3.614457831,Y
1400000US36081001900,36081001900,36081,Queens,19,1,2.4,0.416666667,1.172332943,Y
1400000US36047046202,36047046202,36047,Kings,462.02,3,7.3,0.410958904,2.727272727,N
1400000US36081126500,36081126500,36081,Queens,1265,3,7.3,0.410958904,4.043126685,N
1400000US36081015900,36081015900,36081,Queens,159,5,12.2,0.409836066,2.634351949,Y
1400000US36047030800,36047030800,36047,Kings,308,4,9.8,0.408163265,4.214963119,N
1400000US36047044500,36047044500,36047,Kings,445,4,9.8,0.408163265,1.58290463,Y
1400000US36085011401,36085011401,36085,Richmond,114.01,4,9.8,0.408163265,1.374098248,Y
1400000US36047021400,36047021400,36047,Kings,214,2,4.9,0.408163265,1.680672269,N
1400000US36081090700,36081090700,36081,Queens,907,2,4.9,0.408163265,3.273322422,Y
1400000US36047026400,36047026400,36047,Kings,264,6,14.8,0.405405405,2.385685885,Y
1400000US36081066100,36081066100,36081,Queens,661,3,7.4,0.405405405,4.680187207,Y
1400000US36081058300,36081058300,36081,Queens,583,4,9.9,0.404040404,2.496878901,Y
1400000US36047027600,36047027600,36047,Kings,276,5,12.5,0.4,2.159827214,N
1400000US36081079900,36081079900,36081,Queens,799,5,12.5,0.4,2.912055911,Y
1400000US36047011000,36047011000,36047,Kings,110,2,5,0.4,1.439884809,N
1400000US36047049900,36047049900,36047,Kings,499,2,5,0.4,2.129925453,Y
1400000US36061007000,36061007000,36061,New York,70,10,25.1,0.398406375,2.680965147,Y
1400000US36081061301,36081061301,36081,Queens,613.01,7,17.6,0.397727273,2.31634679,Y
1400000US36047027200,36047027200,36047,Kings,272,5,12.6,0.396825397,2.619172342,Y
1400000US36047007000,36047007000,36047,Kings,70,4,10.1,0.396039604,3.364171573,Y
1400000US36047007800,36047007800,36047,Kings,78,5,12.7,0.393700787,1.771793055,Y
1400000US36047048900,36047048900,36047,Kings,489,4,10.2,0.392156863,2.300172513,Y
1400000US36081070300,36081070300,36081,Queens,703,4,10.2,0.392156863,4.64037123,Y
1400000US36081013800,36081013800,36081,Queens,138,5,12.9,0.387596899,2.701242572,Y
1400000US36047053300,36047053300,36047,Kings,533,5,13,0.384615385,1.409641951,N
1400000US36047018000,36047018000,36047,Kings,180,4,10.4,0.384615385,2.016129032,Y
1400000US36005028400,36005028400,36005,Bronx,284,2,5.2,0.384615385,4.04040404,Y
1400000US36047047800,36047047800,36047,Kings,478,4,10.5,0.380952381,1.654944146,Y
1400000US36047018600,36047018600,36047,Kings,186,3,7.9,0.379746835,2.824858757,Y
1400000US36047012200,36047012200,36047,Kings,122,5,13.2,0.378787879,1.561524047,Y
1400000US36061007300,36061007300,36061,New York,73,9,23.8,0.378151261,2.839116719,Y
1400000US36047075200,36047075200,36047,Kings,752,2,5.3,0.377358491,4.192872117,N
1400000US36081011900,36081011900,36081,Queens,119,2,5.3,0.377358491,2.290950745,N
1400000US36081047900,36081047900,36081,Queens,479,8,21.3,0.375586855,3.02000755,Y
1400000US36081009800,36081009800,36081,Queens,98,3,8,0.375,2.117148906,Y
1400000US36081011700,36081011700,36081,Queens,117,5,13.4,0.373134328,2.679528403,Y
1400000US36047006800,36047006800,36047,Kings,68,5,13.5,0.37037037,1.862891207,Y
1400000US36047014200,36047014200,36047,Kings,142,4,10.8,0.37037037,2.996254682,Y
1400000US36081071900,36081071900,36081,Queens,719,4,10.8,0.37037037,2.919708029,Y
1400000US36047004900,36047004900,36047,Kings,49,3,8.1,0.37037037,2.425222312,N
1400000US36047064400,36047064400,36047,Kings,644,3,8.1,0.37037037,2.209131075,Y
1400000US36047049700,36047049700,36047,Kings,497,2,5.4,0.37037037,1.554001554,N
1400000US36081005100,36081005100,36081,Queens,51,2,5.4,0.37037037,1.879699248,Y
1400000US36081114100,36081114100,36081,Queens,1141,5,13.6,0.367647059,4.672897196,Y
1400000US36047025200,36047025200,36047,Kings,252,7,19.1,0.366492147,2.527075812,Y
1400000US36047018400,36047018400,36047,Kings,184,3,8.2,0.365853659,2.33281493,Y
1400000US36061002202,36061002202,36061,New York,22.02,2,5.5,0.363636364,2.293577982,N
1400000US36047075000,36047075000,36047,Kings,750,3,8.4,0.357142857,2.068965517,Y
1400000US36061019702,36061019702,36061,New York,197.02,2,5.6,0.357142857,1.816530427,N
1400000US36081012500,36081012500,36081,Queens,125,2,5.6,0.357142857,2.277904328,N
1400000US36081083700,36081083700,36081,Queens,837,8,23,0.347826087,2.841918295,Y
1400000US36081097300,36081097300,36081,Queens,973,4,11.6,0.344827586,4.223864836,N
1400000US36081084602,36081084602,36081,Queens,846.02,1,2.9,0.344827586,1.366120219,Y
1400000US36047036400,36047036400,36047,Kings,364,3,8.8,0.340909091,2.739726027,Y
1400000US36047057800,36047057800,36047,Kings,578,4,11.8,0.338983051,2.520478891,Y
1400000US36081025500,36081025500,36081,Queens,255,2,5.9,0.338983051,2.638522427,Y
1400000US36047053900,36047053900,36047,Kings,539,3,8.9,0.337078652,2.284843869,Y
1400000US36061002900,36061002900,36061,New York,29,10,29.9,0.334448161,2.724053391,Y
1400000US36047075400,36047075400,36047,Kings,754,2,6,0.333333333,2.398081535,N
1400000US36047048500,36047048500,36047,Kings,485,1,3,0.333333333,0.569476082,Y
1400000US36081056500,36081056500,36081,Queens,565,1,3,0.333333333,1.410437236,N
1400000US36047038600,36047038600,36047,Kings,386,4,12.1,0.330578512,2.154011847,Y
1400000US36047029000,36047029000,36047,Kings,290,5,15.2,0.328947368,2.718868951,Y
1400000US36081118700,36081118700,36081,Queens,1187,3,9.2,0.326086957,2.540220152,Y
1400000US36061001600,36061001600,36061,New York,16,12,36.9,0.325203252,3.476245655,Y
1400000US36005026601,36005026601,36005,Bronx,266.01,4,12.4,0.322580645,2.91757841,Y
1400000US36081058100,36081058100,36081,Queens,581,3,9.3,0.322580645,2.172338885,Y
1400000US36047003000,36047003000,36047,Kings,30,2,6.2,0.322580645,2.341920375,Y
1400000US36061002700,36061002700,36061,New York,27,2,6.3,0.317460318,3.65630713,Y
1400000US36047045600,36047045600,36047,Kings,456,3,9.5,0.315789474,2.377179081,Y
1400000US36047024600,36047024600,36047,Kings,246,3,9.6,0.3125,1.876172608,Y
1400000US36047000200,36047000200,36047,Kings,2,2,6.4,0.3125,1.93986421,N
1400000US36047002000,36047002000,36047,Kings,20,1,3.2,0.3125,1.312335958,Y
1400000US36047028000,36047028000,36047,Kings,280,2,6.5,0.307692308,2.296211251,Y
1400000US36047038900,36047038900,36047,Kings,389,2,6.5,0.307692308,1.167542323,Y
1400000US36047047700,36047047700,36047,Kings,477,2,6.5,0.307692308,1.131861913,Y
1400000US36081012601,36081012601,36081,Queens,126.01,2,6.5,0.307692308,1.432664756,Y
1400000US36047005400,36047005400,36047,Kings,54,4,13.2,0.303030303,2.512562814,Y
1400000US36081015600,36081015600,36081,Queens,156,3,9.9,0.303030303,2.005347594,Y
1400000US36047022800,36047022800,36047,Kings,228,2,6.6,0.303030303,1.082837033,Y
1400000US36047045400,36047045400,36047,Kings,454,2,6.6,0.303030303,2.418379686,Y
