Long,GEOID,FIPS,County,Primary Census Tract,Prostate__Observed,Prostate__Expected,Prostate_SIR,Prostate_Crude,Signif
1400000US36081086900,36081086900,36081,Queens,869,2,6.6,0.303030303,1.851851852,Y
1400000US36047019200,36047019200,36047,Kings,192,2,7,0.285714286,1.165501166,Y
1400000US36047010000,36047010000,36047,Kings,100,5,17.7,0.282485876,1.483239395,Y
1400000US36047037401,36047037401,36047,Kings,374.01,6,21.3,0.281690141,3.103983445,Y
1400000US36081065702,36081065702,36081,Queens,657.02,2,7.1,0.281690141,2.614379085,Y
1400000US36047000502,36047000502,36047,Kings,5.02,3,10.7,0.280373832,2.314814815,Y
1400000US36047016600,36047016600,36047,Kings,166,3,10.8,0.277777778,3.154574132,Y
1400000US36047050100,36047050100,36047,Kings,501,2,7.2,0.277777778,1.43472023,Y
1400000US36081006502,36081006502,36081,Queens,65.02,3,10.9,0.275229358,1.623376623,Y
1400000US36047014700,36047014700,36047,Kings,147,1,3.7,0.27027027,0.904977376,N
1400000US36081048300,36081048300,36081,Queens,483,3,11.4,0.263157895,1.497005988,Y
1400000US36047020200,36047020200,36047,Kings,202,2,7.6,0.263157895,1.949317739,Y
1400000US36047053500,36047053500,36047,Kings,535,2,7.7,0.25974026,0.873743993,Y
1400000US36047038800,36047038800,36047,Kings,388,4,15.6,0.256410256,2.119766826,Y
1400000US36047014000,36047014000,36047,Kings,140,2,7.8,0.256410256,2.004008016,Y
1400000US36081009700,36081009700,36081,Queens,97,3,11.8,0.254237288,1.742160279,Y
1400000US36061004100,36061004100,36061,New York,41,8,32.2,0.248447205,2.084418968,Y
1400000US36005024400,36005024400,36005,Bronx,244,2,8.1,0.24691358,1.646090535,Y
1400000US36047152200,36047152200,36047,Kings,1522,3,12.2,0.245901639,1.584786054,Y
1400000US36047023600,36047023600,36047,Kings,236,3,12.6,0.238095238,1.001001001,Y
1400000US36061008300,36061008300,36061,New York,83,3,12.8,0.234375,1.955671447,Y
1400000US36081024700,36081024700,36081,Queens,247,1,4.3,0.23255814,1.237623762,Y
1400000US36005025400,36005025400,36005,Bronx,254,2,8.7,0.229885058,1.906577693,Y
1400000US36061011201,36061011201,36061,New York,112.01,1,4.5,0.222222222,3.125,Y
1400000US36047021000,36047021000,36047,Kings,210,3,13.7,0.218978102,1.183898974,Y
1400000US36047024800,36047024800,36047,Kings,248,2,9.2,0.217391304,1.411432604,Y
1400000US36047020300,36047020300,36047,Kings,203,1,4.7,0.212765957,1.329787234,Y
1400000US36047012902,36047012902,36047,Kings,129.02,1,4.8,0.208333333,1.016260163,Y
1400000US36047061003,36047061003,36047,Kings,610.03,1,5.1,0.196078431,1.121076233,Y
1400000US36081061900,36081061900,36081,Queens,619,2,10.4,0.192307692,1.473839352,Y
1400000US36081048500,36081048500,36081,Queens,485,3,16.4,0.182926829,1.391465677,Y
1400000US36047029400,36047029400,36047,Kings,294,2,11.6,0.172413793,1.85013876,Y
1400000US36047059000,36047059000,36047,Kings,590,1,6.3,0.158730159,1.228501229,Y
1400000US36047150200,36047150200,36047,Kings,1502,1,6.4,0.15625,0.776397516,Y
1400000US36047014800,36047014800,36047,Kings,148,1,6.8,0.147058824,1.703577513,Y
1400000US36047016800,36047016800,36047,Kings,168,1,7.1,0.14084507,1.136363636,Y
1400000US36047050202,36047050202,36047,Kings,502.02,1,7.7,0.12987013,0.908265213,Y
1400000US36047026200,36047026200,36047,Kings,262,1,8.5,0.117647059,0.834724541,Y
1400000US36081001600,36081001600,36081,Queens,16,0,8.5,0,0,Y
1400000US36047024400,36047024400,36047,Kings,244,0,7.5,0,0,Y
1400000US36005013000,36005013000,36005,Bronx,130,0,5.2,0,0,Y
1400000US36047022600,36047022600,36047,Kings,226,0,4.7,0,0,Y
1400000US36047044700,36047044700,36047,Kings,447,0,3.9,0,0,Y
1400000US36081029300,36081029300,36081,Queens,293,0,3.8,0,0,Y
1400000US36081005500,36081005500,36081,Queens,55,0,3.3,0,0,Y
1400000US36047040500,36047040500,36047,Kings,405,0,3.1,0,0,Y
1400000US36061011300,36061011300,36061,New York,113,0,0.2,0,0,Y
